integrantes,vinculacion,horas_dedicacion,url,grupo,inicio_vinculacion,fin_vinculacion,posgrade,clasification,articulos,capitulos,libros,softwares,innovaciones,trabajos_dirigidos
LAURA MARIA GUTIERREZ ESCOBAR,Integrante,10; 10; 10; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001377312,284; 369,2017-08-01; 2019-11-01, Actual,Doctorado,Sin clasificar,2; 2,1; 1,0; 0,0; 0,0; 0,0; 0
MARIA CAMILA MONCADA GUEVARA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001575044,284,2015-01-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
NIYIRETH FERNANDA GUTIERREZ MONTENEGRO,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001339371,284,2016-10-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,0
OSCAR ENRIQUE GOMEZ RODRIGUEZ,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000671185,284,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,0
PABLO IGNACIO REYES BELTRAN,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000922730,284,2011-11-01, Actual,Maestría/Magister,Sin clasificar,0,8,0,0,0,3
IVONNE PATRICIA LEON,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000922749,284,2019-02-01, Actual,Maestría/Magister,Investigador Junior (IJ),0,6,0,0,0,2
CARLOS CHACON RAMIREZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000381543,285,1997-02-01, Actual,Doctorado,Sin clasificar,8,5,0,1,0,15
ALEJANDRA MARIA GIRALDO GARCIA,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000253090,285,2018-07-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
BOTERO,Integrante,4; 0; 4; 0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000389927,285; 312,2010-04-01; 2018-12-01, Actual,Maestría/Magister,Investigador Asociado (I),0; 0,0; 0,0; 0,0; 0,0; 0,0; 0
AURA YESENIA MORALES CARDENAS,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000154316,285,2018-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,1
CAROLINA MOLANO NINO,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001024914,285,2018-07-01, Actual,Doctorado,Sin clasificar,2,0,0,0,0,4
CESAR AUGUSTO BUSTAMANTE TORO,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000404845,285,2004-02-01, Actual,Maestría/Magister,Sin clasificar,11,1,1,2,0,20
MARIA DE LAS MERCEDES GIRON VANDERHUCK,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000394041,285,1990-02-01, Actual,Doctorado,Sin clasificar,5,0,3,0,0,11
MARLENY SALAZAR SALAZAR,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000178659,285,1990-02-01, Actual,Doctorado,Sin clasificar,12,0,4,0,0,10
NADIA LUCIA OBANDO CORREAL,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000016642,285,2017-05-01, Actual,Maestría/Magister,Sin clasificar,3,0,0,0,0,1
NORBERTO MARIN CLAVIJO,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000011886,285,2021-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
PEDRO PABLO CARDONA OLARTE,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000056545,285,2006-02-01, Actual,Doctorado,Sin clasificar,6,0,0,0,0,4
ROCIO STELLA SUAREZ ROMAN,Integrante,10; 10; 10; 10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000393649,285; 358,1990-02-01; 2016-01-01, Actual,Maestría/Magister,Investigador Junior (IJ),2; 8,0; 2,1; 1,0; 0,0; 0,6; 14
SERGIO ANDRES SAAVEDRA REYES,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000120373,285,2017-05-01, Actual,Pregrado/Universitario,Sin clasificar,0,1,0,0,0,0
VALENTINA ROJAS AGUDELO,Integrante,5,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000157321,285,2018-02-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
FABIO DE JESUS VELEZ MACIAS,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000372692,286,2012-09-01, Actual,Doctorado,Investigador Junior (IJ),22,0,4,3,0,6
NESTOR JAIME AGUIRRE RAMIREZ,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000093009,286,2012-09-01, Actual,Doctorado,Investigador Senior (IS),45,0,9,2,0,20
ANGELA MARIA RENDON PEREZ,Integrante,4; 40; 4; 40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000422800,286; 300,2019-01-01; 2009-01-01, Actual,Doctorado,Investigador Junior (IJ),0; 9,0; 1,0; 0,0; 0,0; 0,0; 4
DAVID STEPHEN FERNANDEZ MC CANN,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000193364,286,2022-01-01, Actual,Doctorado,Sin clasificar,2,0,0,3,0,0
ELKIN LIBARDO RIOS ORTIZ,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000872350,286,2015-04-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ESNEDY HERNANDEZ ATILANO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000888311,286,2014-01-01, Actual,Doctorado,Investigador Junior (IJ),10,0,4,0,0,18
INGRY NATALIA GOMEZ MIRANDA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001436311,286,2021-01-01, Actual,Doctorado,Sin clasificar,1,0,0,0,0,0
JHAZAIRA MANTILLA PEREZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001423988,286,2019-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
MARIA CAMILA DIAZ MESA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001683987,286,2021-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MAURA MELISSA HERRERA CEFERINO,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001728868,286,2020-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
NATALIA DA SILVEIRA ARRUDA,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000104349,286,2018-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
VERONICA OSORIO GOMEZ,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001775922,286,2020-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
YIMMY MONTOYA MORENO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000145785,286,2012-09-01, Actual,Doctorado,Sin clasificar,17,0,0,0,0,7
ANA MARIA ZABALA AGUDELO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001543508,286,2021-01-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
CESAR ANIBAL OLMOS SEVERICHE,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000065066,286,2021-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
MATEO PARRA CUADROS,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000152022,286,2021-01-01, Actual,Pregrado/Universitario,Sin clasificar,1,0,0,0,0,0
YARIN TATIANA PUERTA QUINTANA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000064116,286,2021-01-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,1,0,0
SONIA LUCIA RINCON PRAT,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000401439,287,2000-10-01, Actual,Doctorado,Investigador Senior (IS),15,0,4,3,0,84
ALEXANDER GOMEZ MEJIA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000404837,287,2000-10-01, Actual,Doctorado,Sin clasificar,11,0,1,0,0,19
ANDREA HERRERA CARDONA,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001899494,287,2020-08-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ANDREA LACHE MUNOZ,Integrante,20; 44; 20; 44,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000970743,287; 662,2018-01-01; 2019-04-01, Actual,Maestría/Magister,Investigador Junior (IJ),0; 0,0; 0,0; 0,0; 0,0; 0,0; 0
ANDRES FELIPE QUINTERO BLANCO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0002001830,287,2021-06-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
CARLOS ANDRES ROMERO ARIZA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001636723,287,2017-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DANIEL ALEJANDRO PERILLA ARANGO,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001899319,287,2020-04-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
DIANA CAROLINA GUIO PEREZ,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001567224,287,2015-05-01, Actual,Doctorado,Sin clasificar,2,0,0,0,0,3
FABIAN ANDRES VELASQUEZ AYALA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001599888,287,2019-07-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JAIRO ANDRES GUTIERREZ SUAREZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001454258,287,2013-07-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
JEFFERSON LANCHEROS ESPITIA,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001691187,287,2019-07-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
SANDRA PATRICIA CUERVO ANDRADE,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001343757,287,2010-01-01, Actual,Doctorado,Investigador Junior (IJ),2,0,1,0,0,1
SANTIAGO FONSECA CASTRO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001991381,287,2021-08-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
SEBASTIAN ACHURY ORTIZ,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001898511,287,2019-06-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
WOLFGANG KLOSE,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000750751,287,2000-10-01, Actual,Doctorado,Sin clasificar,9,0,4,0,0,2
YUDY ALEJANDRA OVALLE MELO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000112247,287,2019-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
WILLIAM RODRIGO AVENDANO CASTRO,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001136127,288,2014-05-01, Actual,Doctorado,Investigador Junior (IJ),42,0,2,1,0,7
GERSON RUEDA VERA,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001342587,288,2014-05-01, Actual,Maestría/Magister,Investigador Asociado (I),13,0,0,0,0,12
MARICEL LINARES GIRALDO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001677844,288,2019-01-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
YESID CARVAJAL ESCOBAR,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000374857,289,2002-01-01, Actual,Doctorado,Investigador Asociado (I),60,12,2,0,0,53
ALDEMAR REYES TRUJILLO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000747440,289,2005-07-01, Actual,Doctorado,Sin clasificar,9,0,0,0,0,23
ACENETH PERAFAN CABRERA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000891029,289,2016-01-01, Actual,Doctorado,Sin clasificar,1,2,1,0,0,12
CAMILO OCAMPO MARULANDA,Integrante,15; 15; 15; 15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001674935,289; 523,2016-06-01; 2021-10-01, Actual,Maestría/Magister,Sin clasificar,2; 2,0; 1,1; 0,0; 0,0; 0,0; 0
HENRY JIMENEZ ESCOBAR,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000756741,289,2002-01-01, Actual,Maestría/Magister,Sin clasificar,6,3,0,0,0,6
JUAN GABRIEL RUEDA BAYONA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000589020,289,2021-09-01, Actual,Doctorado,Investigador Junior (IJ),0,0,0,0,0,0
MARTHA CONSTANZA DAZA TORRES,Integrante,5; 20; 5; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000527408,289; 520,2007-11-01; 2008-11-01, Actual,Doctorado,Investigador Asociado (I),11; 14,0; 1,0; 0,0; 0,0; 0,20; 22
TERESITA DEL ROCIO CANCHALA NASTAR,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001398760,289,2018-01-01, Actual,Doctorado,Sin clasificar,8,0,1,0,0,3
JOHN FREDY HOLGUIN MUNERA,Integrante,40; 20; 40; 20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001378065,290; 530,2014-02-01; 2014-01-01, Actual,Maestría/Magister,Sin clasificar,2; 0,0; 0,0; 0,0; 0,0; 0,0; 0
DANIEL FELIPE CAMPO AVENDANO,Integrante,0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000183236,290,2017-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ALEJANDRO MEJIA JARAMILLO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000159912,290,2019-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ALVARO DIEGO RESTREPO ALVAREZ,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001724403,290,2019-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
ANA CECILIA CARO ZAPATA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001369729,290,2014-02-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,0
ANDRES FELIPE MENDOZA OBANDO,Integrante,8,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001568876,290,2018-02-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
ANDRES FERNANO CUELLAR CARDONA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001001850,290,2018-02-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,0
CINDY LORENA CARDONA RIOS,Integrante,14,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001857241,290,2021-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
DIANA PAOLA YEPES BETANCUR,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001580568,290,2015-02-01, Actual,Doctorado,Sin clasificar,2,0,0,0,0,0
DORA PATRICIA SUAREZ MARTINEZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000040785,290,2015-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
ELIANA FERNANDA GARCIA RESTREPO,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001716158,290,2019-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
EMERSON DARIO VARELA ROJAS,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000149372,290,2020-01-01, Actual,Maestría/Magister,Sin clasificar,0,1,0,0,0,0
ERIKA TATIANA CUESTA MOSQUERA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001708371,290,2019-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
GLORIA ESTELA HERNANDEZ MANRIQUE,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000144880,290,2017-04-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,1
JAIBER MAURICIO YEPES BARTOLO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001860348,290,2020-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
LAURA MARIA MUNOZ ECHEVERRI,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001333590,290,2018-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LEIDY ANDREA PUERTA CIFUENTES,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000144059,290,2017-04-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
LINA MARIA OTALVARO RINCON,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001791267,290,2018-02-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,5
LUIS FELIPE ORTIZ CLAVIJO,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000022139,290,2021-04-01, Actual,Maestría/Magister,Investigador Junior (IJ),0,0,0,0,0,0
MARTA LUCIA GIRALDO YEPES,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000120153,290,2017-04-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,10
MARTA LUCIA HERNANDEZ ANGEL,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000437565,290,2017-02-01, Actual,Maestría/Magister,Sin clasificar,1,0,0,0,0,29
MONICA ALZATE DE LEON,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001096990,290,2014-02-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
OLGA PATRICIA SAENZ OSORIO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000214019,290,2017-04-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
ROCIO DEL PILAR MONROY RODRIGUEZ,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001549315,290,2014-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
RUBY ELIZABETH DEOSSA CANO,Integrante,6,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001680589,290,2021-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
YISETH LISDANA PEREZ ZAPARA,Integrante,2,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001740779,290,2019-01-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
YOLANDA GOMEZ BOTERO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000120146,290,2019-02-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
YOLANDA PATRICIA CASTANO RESTREPO,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001858711,290,2020-01-01, Actual,Especialización,Sin clasificar,0,0,0,0,0,0
MARIO ALBERTO QUIJANO ABRIL,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000400750,291,2008-07-01, Actual,Doctorado,Investigador Asociado (I),18,25,4,1,0,22
JORGE ALBERTO SIERRA ESCOBAR,Integrante,4,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000155101,291,2000-01-01, Actual,Maestría/Magister,Investigador Junior (IJ),13,19,2,0,0,18
GONZALO TABORDA OCAMPO,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000219509,292,2002-04-01, Actual,Doctorado,Investigador Senior (IS),54,1,0,0,0,32
MILTON HERNANDO ROSERO MOREANO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000789500,292,2005-05-01, Actual,Doctorado,Investigador Senior (IS),21,2,1,0,0,22
ALEXANDER JARAMILLO GIRALDO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000383295,292,2017-03-01, Actual,Doctorado,Sin clasificar,1,0,0,0,0,0
ANDRES MAURICIO BAENA PEDROZA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000070122,292,2017-01-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
CLAUDIA VIVIANA ARCE SOLARTE,Integrante,30,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000393061,292,2021-08-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
DANIELA PARRA RAMIREZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000036193,292,2021-07-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
DIEGO FERNANDO MONTANO MONTOYA,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001397737,292,2015-02-01, Actual,Doctorado,Investigador Asociado (I),2,0,0,0,0,1
DYRO ALEXIS GIRALDO BUSTAMANTE,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001243969,292,2011-07-01, Actual,Doctorado,Investigador Junior (IJ),0,0,0,0,0,0
EDUARDO CORPAS IGUARAN,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000459984,292,2016-02-01, Actual,Doctorado,Investigador Junior (IJ),6,0,0,0,0,0
ELIANA ALVAREZ VALDEZ,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000185557,292,2018-06-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JACKELINE FRANCO MARMOLEJO,Integrante,12,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001440010,292,2017-06-01, Actual,Doctorado,Sin clasificar,2,0,0,0,0,0
JAIME ANDRES TIGREROS,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000028432,292,2022-02-01, Actual,Pregrado/Universitario,Sin clasificar,0,0,0,0,0,0
JHON ALEXANDER FISCAL LADINO,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000005636,292,2013-08-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
JOSE MARTIN POSADA LOTERO,Integrante,20,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001778444,292,2020-10-01, Actual,Técnico,Sin clasificar,0,0,0,0,0,0
JUAN PABLO PENAGOS GONZALEZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001419121,292,2011-10-01, Actual,Técnico,Sin clasificar,1,0,0,0,0,0
JULIO ANDRES CARDONA CASTANO,Integrante,0; 0; 0; 0,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001441203,292; 376,2012-01-01; 2017-04-01, Actual,Maestría/Magister,Sin clasificar,0; 1,0; 0,0; 0,0; 0,0; 0,0; 1
KATHERIN CASTRO RIOS,Integrante,15,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000913111,292,2016-01-01, Actual,Doctorado,Investigador Junior (IJ),14,0,0,0,0,16
LAURA BOTERO RESTREPO,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001494092,292,2021-07-01, Actual,Maestría/Magister,Sin clasificar,0,0,0,0,0,0
LILIANA MONCAYO MARTINEZ,Integrante,10,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0001378645,292,2016-01-01, Actual,Doctorado,Sin clasificar,0,0,0,0,0,0
MARIA MARCELA MARTINEZ MIRANDA,Integrante,40,https://scienti.minciencias.gov.co/cvlac/visualizador/generarCurriculoCv.do?cod_rh=0000326739,292,2015-08-01, Actual,Doctorado,Sin clasificar,5,0,0,0,0,0
